dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,38041757,Asia,
14/12/2020,14,12,2020,788,14,Albania,AL,ALB,2862427,Europe,380.97041427
13/12/2020,13,12,2020,879,12,Albania,AL,ALB,2862427,Europe,382.61237754
12/12/2020,12,12,2020,802,12,Albania,AL,ALB,2862427,Europe,370.9439577
11/12/2020,11,12,2020,873,14,Albania,AL,ALB,2862427,Europe,365.45910166
10/12/2020,10,12,2020,752,15,Albania,AL,ALB,2862427,Europe,357.87812231
09/12/2020,9,12,2020,753,14,Albania,AL,ALB,2862427,Europe,354.10510032
08/12/2020,8,12,2020,695,17,Albania,AL,ALB,2862427,Europe,353.79068182
07/12/2020,7,12,2020,840,16,Albania,AL,ALB,2862427,Europe,357.2842207
06/12/2020,6,12,2020,846,19,Albania,AL,ALB,2862427,Europe,347.67698879
05/12/2020,5,12,2020,801,18,Albania,AL,ALB,2862427,Europe,343.86903142
04/12/2020,4,12,2020,782,13,Albania,AL,ALB,2862427,Europe,345.09177003
03/12/2020,3,12,2020,705,17,Albania,AL,ALB,2862427,Europe,345.23151158
02/12/2020,2,12,2020,832,12,Albania,AL,ALB,2862427,Europe,345.44112391
01/12/2020,1,12,2020,557,12,Albania,AL,ALB,2862427,Europe,340.62004027
30/11/2020,30,11,2020,835,11,Albania,AL,ALB,2862427,Europe,342.19213276
29/11/2020,29,11,2020,545,16,Albania,AL,ALB,2862427,Europe,333.87751024
28/11/2020,28,11,2020,645,18,Albania,AL,ALB,2862427,Europe,333.42335019
27/11/2020,27,11,2020,656,10,Albania,AL,ALB,2862427,Europe,328.00836493
26/11/2020,26,11,2020,644,8,Albania,AL,ALB,2862427,Europe,319.4142593
25/11/2020,25,11,2020,744,19,Albania,AL,ALB,2862427,Europe,314.62811104
24/11/2020,24,11,2020,795,17,Albania,AL,ALB,2862427,Europe,308.30480568
23/11/2020,23,11,2020,565,14,Albania,AL,ALB,2862427,Europe,298.87225072
22/11/2020,22,11,2020,737,13,Albania,AL,ALB,2862427,Europe,296.63638584
21/11/2020,21,11,2020,836,15,Albania,AL,ALB,2862427,Europe,288.18202176
20/11/2020,20,11,2020,786,11,Albania,AL,ALB,2862427,Europe,276.05944187
19/11/2020,19,11,2020,711,9,Albania,AL,ALB,2862427,Europe,263.30802497
18/11/2020,18,11,2020,694,6,Albania,AL,ALB,2862427,Europe,252.30337752
17/11/2020,17,11,2020,602,8,Albania,AL,ALB,2862427,Europe,241.36860084
16/11/2020,16,11,2020,597,11,Albania,AL,ALB,2862427,Europe,231.5517566
15/11/2020,15,11,2020,532,7,Albania,AL,ALB,2862427,Europe,222.11920164
14/11/2020,14,11,2020,490,7,Albania,AL,ALB,2862427,Europe,211.95300352
13/11/2020,13,11,2020,410,8,Albania,AL,ALB,2862427,Europe,205.97905204
12/11/2020,12,11,2020,507,11,Albania,AL,ALB,2862427,Europe,201.26277456
11/11/2020,11,11,2020,563,8,Albania,AL,ALB,2862427,Europe,194.41543837
10/11/2020,10,11,2020,525,12,Albania,AL,ALB,2862427,Europe,184.66846491
09/11/2020,9,11,2020,501,2,Albania,AL,ALB,2862427,Europe,176.38877777
08/11/2020,8,11,2020,495,8,Albania,AL,ALB,2862427,Europe,169.33182925
07/11/2020,7,11,2020,489,6,Albania,AL,ALB,2862427,Europe,162.58929922
06/11/2020,6,11,2020,421,7,Albania,AL,ALB,2862427,Europe,156.19612308
05/11/2020,5,11,2020,396,4,Albania,AL,ALB,2862427,Europe,152.03881182
04/11/2020,4,11,2020,381,5,Albania,AL,ALB,2862427,Europe,148.58020833
03/11/2020,3,11,2020,321,9,Albania,AL,ALB,2862427,Europe,145.78537723
02/11/2020,2,11,2020,327,9,Albania,AL,ALB,2862427,Europe,144.87705713
01/11/2020,1,11,2020,241,7,Albania,AL,ALB,2862427,Europe,143.27002924
31/10/2020,31,10,2020,319,3,Albania,AL,ALB,2862427,Europe,144.38796168
30/10/2020,30,10,2020,275,6,Albania,AL,ALB,2862427,Europe,143.33990002
29/10/2020,29,10,2020,311,6,Albania,AL,ALB,2862427,Europe,142.71106302
28/10/2020,28,10,2020,284,7,Albania,AL,ALB,2862427,Europe,138.93804104
27/10/2020,27,10,2020,288,3,Albania,AL,ALB,2862427,Europe,135.37463139
26/10/2020,26,10,2020,299,4,Albania,AL,ALB,2862427,Europe,131.2871909
25/10/2020,25,10,2020,302,4,Albania,AL,ALB,2862427,Europe,126.71065498
24/10/2020,24,10,2020,306,4,Albania,AL,ALB,2862427,Europe,121.92450672
23/10/2020,23,10,2020,302,3,Albania,AL,ALB,2862427,Europe,117.06848769
22/10/2020,22,10,2020,297,4,Albania,AL,ALB,2862427,Europe,112.42208098
21/10/2020,21,10,2020,301,4,Albania,AL,ALB,2862427,Europe,107.7058035
20/10/2020,20,10,2020,295,3,Albania,AL,ALB,2862427,Europe,102.71004291
19/10/2020,19,10,2020,281,3,Albania,AL,ALB,2862427,Europe,97.43479921
18/10/2020,18,10,2020,273,5,Albania,AL,ALB,2862427,Europe,92.8233279
17/10/2020,17,10,2020,289,4,Albania,AL,ALB,2862427,Europe,88.59614586
16/10/2020,16,10,2020,257,5,Albania,AL,ALB,2862427,Europe,84.05454532
15/10/2020,15,10,2020,203,5,Albania,AL,ALB,2862427,Europe,80.56100645
14/10/2020,14,10,2020,182,5,Albania,AL,ALB,2862427,Europe,78.04565846
13/10/2020,13,10,2020,171,4,Albania,AL,ALB,2862427,Europe,76.12421208
12/10/2020,12,10,2020,168,4,Albania,AL,ALB,2862427,Europe,74.76173191
11/10/2020,11,10,2020,165,3,Albania,AL,ALB,2862427,Europe,72.59573781
10/10/2020,10,10,2020,167,2,Albania,AL,ALB,2862427,Europe,70.60442065
09/10/2020,9,10,2020,169,4,Albania,AL,ALB,2862427,Europe,69.10219894
08/10/2020,8,10,2020,162,4,Albania,AL,ALB,2862427,Europe,67.87946033
07/10/2020,7,10,2020,158,3,Albania,AL,ALB,2862427,Europe,66.44710939
06/10/2020,6,10,2020,144,4,Albania,AL,ALB,2862427,Europe,65.5038539
05/10/2020,5,10,2020,149,4,Albania,AL,ALB,2862427,Europe,65.71346623
04/10/2020,4,10,2020,152,3,Albania,AL,ALB,2862427,Europe,66.06282012
03/10/2020,3,10,2020,159,1,Albania,AL,ALB,2862427,Europe,66.09775551
02/10/2020,2,10,2020,157,1,Albania,AL,ALB,2862427,Europe,64.90995229
01/10/2020,1,10,2020,131,3,Albania,AL,ALB,2862427,Europe,64.03656757
30/09/2020,30,9,2020,127,4,Albania,AL,ALB,2862427,Europe,64.49072762
29/09/2020,29,9,2020,132,3,Albania,AL,ALB,2862427,Europe,65.36411234
28/09/2020,28,9,2020,106,2,Albania,AL,ALB,2862427,Europe,66.58685095
27/09/2020,27,9,2020,108,2,Albania,AL,ALB,2862427,Europe,68.75284505
26/09/2020,26,9,2020,124,3,Albania,AL,ALB,2862427,Europe,70.70922682
25/09/2020,25,9,2020,134,0,Albania,AL,ALB,2862427,Europe,72.0018362
24/09/2020,24,9,2020,121,3,Albania,AL,ALB,2862427,Europe,72.77041476
23/09/2020,23,9,2020,131,3,Albania,AL,ALB,2862427,Europe,73.81847642
22/09/2020,22,9,2020,150,2,Albania,AL,ALB,2862427,Europe,74.37744264
21/09/2020,21,9,2020,159,4,Albania,AL,ALB,2862427,Europe,74.41237803
20/09/2020,20,9,2020,153,5,Albania,AL,ALB,2862427,Europe,74.20276569
19/09/2020,19,9,2020,125,5,Albania,AL,ALB,2862427,Europe,73.5739287
18/09/2020,18,9,2020,132,5,Albania,AL,ALB,2862427,Europe,73.50405792
17/09/2020,17,9,2020,144,3,Albania,AL,ALB,2862427,Europe,72.9450917
16/09/2020,16,9,2020,152,2,Albania,AL,ALB,2862427,Europe,72.17651315
15/09/2020,15,9,2020,167,4,Albania,AL,ALB,2862427,Europe,70.11532521
14/09/2020,14,9,2020,168,4,Albania,AL,ALB,2862427,Europe,68.92752199
13/09/2020,13,9,2020,164,3,Albania,AL,ALB,2862427,Europe,66.58685095
12/09/2020,12,9,2020,161,3,Albania,AL,ALB,2862427,Europe,63.79201985
11/09/2020,11,9,2020,156,2,Albania,AL,ALB,2862427,Europe,62.0801858
10/09/2020,10,9,2020,151,1,Albania,AL,ALB,2862427,Europe,62.0801858
09/09/2020,9,9,2020,147,2,Albania,AL,ALB,2862427,Europe,62.67408741
08/09/2020,8,9,2020,151,3,Albania,AL,ALB,2862427,Europe,62.91863513
07/09/2020,7,9,2020,153,4,Albania,AL,ALB,2862427,Europe,63.86189063
06/09/2020,6,9,2020,135,6,Albania,AL,ALB,2862427,Europe,63.82695524
05/09/2020,5,9,2020,123,5,Albania,AL,ALB,2862427,Europe,64.5605984
04/09/2020,4,9,2020,116,5,Albania,AL,ALB,2862427,Europe,65.57372467
03/09/2020,3,9,2020,122,6,Albania,AL,ALB,2862427,Europe,66.93620484
02/09/2020,2,9,2020,93,6,Albania,AL,ALB,2862427,Europe,68.19387883
01/09/2020,1,9,2020,133,4,Albania,AL,ALB,2862427,Europe,70.35987293
31/08/2020,31,8,2020,101,5,Albania,AL,ALB,2862427,Europe,69.87077749
30/08/2020,30,8,2020,84,4,Albania,AL,ALB,2862427,Europe,70.53454988
29/08/2020,29,8,2020,112,5,Albania,AL,ALB,2862427,Europe,72.59573781
28/08/2020,28,8,2020,156,3,Albania,AL,ALB,2862427,Europe,73.78354103
27/08/2020,27,8,2020,168,4,Albania,AL,ALB,2862427,Europe,73.71367025
26/08/2020,26,8,2020,154,5,Albania,AL,ALB,2862427,Europe,72.77041476
25/08/2020,25,8,2020,178,4,Albania,AL,ALB,2862427,Europe,72.28131931
24/08/2020,24,8,2020,152,5,Albania,AL,ALB,2862427,Europe,70.42974371
23/08/2020,23,8,2020,156,5,Albania,AL,ALB,2862427,Europe,69.87077749
22/08/2020,22,8,2020,152,2,Albania,AL,ALB,2862427,Europe,68.75284505
21/08/2020,21,8,2020,155,4,Albania,AL,ALB,2862427,Europe,68.15894344
20/08/2020,20,8,2020,158,2,Albania,AL,ALB,2862427,Europe,67.18075256
19/08/2020,19,8,2020,155,2,Albania,AL,ALB,2862427,Europe,66.51698017
18/08/2020,18,8,2020,119,2,Albania,AL,ALB,2862427,Europe,65.64359545
17/08/2020,17,8,2020,120,3,Albania,AL,ALB,2862427,Europe,65.01475845
16/08/2020,16,8,2020,143,6,Albania,AL,ALB,2862427,Europe,65.11956462
15/08/2020,15,8,2020,146,6,Albania,AL,ALB,2862427,Europe,64.31605068
14/08/2020,14,8,2020,154,5,Albania,AL,ALB,2862427,Europe,61.97537963
13/08/2020,13,8,2020,141,3,Albania,AL,ALB,2862427,Europe,59.80938553
12/08/2020,12,8,2020,140,5,Albania,AL,ALB,2862427,Europe,58.6565177
11/08/2020,11,8,2020,125,1,Albania,AL,ALB,2862427,Europe,57.85300376
10/08/2020,10,8,2020,136,6,Albania,AL,ALB,2862427,Europe,57.57352065
09/08/2020,9,8,2020,124,4,Albania,AL,ALB,2862427,Europe,57.22416676
08/08/2020,8,8,2020,135,1,Albania,AL,ALB,2862427,Europe,55.23284961
07/08/2020,7,8,2020,127,6,Albania,AL,ALB,2862427,Europe,54.14985256
06/08/2020,6,8,2020,139,6,Albania,AL,ALB,2862427,Europe,53.48608017
05/08/2020,5,8,2020,130,4,Albania,AL,ALB,2862427,Europe,51.00566757
04/08/2020,4,8,2020,101,6,Albania,AL,ALB,2862427,Europe,50.62137829
03/08/2020,3,8,2020,123,5,Albania,AL,ALB,2862427,Europe,49.92267052
02/08/2020,2,8,2020,120,4,Albania,AL,ALB,2862427,Europe,48.49031958
01/08/2020,1,8,2020,79,3,Albania,AL,ALB,2862427,Europe,47.86148258
31/07/2020,31,7,2020,92,4,Albania,AL,ALB,2862427,Europe,47.02303325
30/07/2020,30,7,2020,108,2,Albania,AL,ALB,2862427,Europe,47.26758097
29/07/2020,29,7,2020,117,4,Albania,AL,ALB,2862427,Europe,46.46406703
28/07/2020,28,7,2020,117,6,Albania,AL,ALB,2862427,Europe,45.73042387
27/07/2020,27,7,2020,126,4,Albania,AL,ALB,2862427,Europe,45.73042387
26/07/2020,26,7,2020,67,6,Albania,AL,ALB,2862427,Europe,44.22820215
25/07/2020,25,7,2020,104,5,Albania,AL,ALB,2862427,Europe,45.13652226
24/07/2020,24,7,2020,108,3,Albania,AL,ALB,2862427,Europe,44.64742682
23/07/2020,23,7,2020,68,3,Albania,AL,ALB,2862427,Europe,43.73910671
22/07/2020,22,7,2020,119,4,Albania,AL,ALB,2862427,Europe,43.73910671
21/07/2020,21,7,2020,81,1,Albania,AL,ALB,2862427,Europe,42.16701422
20/07/2020,20,7,2020,82,1,Albania,AL,ALB,2862427,Europe,41.81766033
19/07/2020,19,7,2020,102,4,Albania,AL,ALB,2862427,Europe,41.53817722
18/07/2020,18,7,2020,55,3,Albania,AL,ALB,2862427,Europe,40.31543861
17/07/2020,17,7,2020,99,3,Albania,AL,ALB,2862427,Europe,41.53817722
16/07/2020,16,7,2020,85,4,Albania,AL,ALB,2862427,Europe,40.94427561
15/07/2020,15,7,2020,96,2,Albania,AL,ALB,2862427,Europe,39.54686006
14/07/2020,14,7,2020,117,2,Albania,AL,ALB,2862427,Europe,38.60360456
13/07/2020,13,7,2020,83,4,Albania,AL,ALB,2862427,Europe,36.75202896
12/07/2020,12,7,2020,93,4,Albania,AL,ALB,2862427,Europe,36.36773968
11/07/2020,11,7,2020,90,2,Albania,AL,ALB,2862427,Europe,35.24980724
10/07/2020,10,7,2020,82,0,Albania,AL,ALB,2862427,Europe,34.79564719
09/07/2020,9,7,2020,68,2,Albania,AL,ALB,2862427,Europe,34.65590564
08/07/2020,8,7,2020,74,2,Albania,AL,ALB,2862427,Europe,34.62097025
07/07/2020,7,7,2020,71,3,Albania,AL,ALB,2862427,Europe,33.85239169
06/07/2020,6,7,2020,74,2,Albania,AL,ALB,2862427,Europe,33.74758553
05/07/2020,5,7,2020,67,2,Albania,AL,ALB,2862427,Europe,32.42004076
04/07/2020,4,7,2020,90,3,Albania,AL,ALB,2862427,Europe,31.93094531
03/07/2020,3,7,2020,82,4,Albania,AL,ALB,2862427,Europe,30.53352976
02/07/2020,2,7,2020,45,3,Albania,AL,ALB,2862427,Europe,29.97456354
01/07/2020,1,7,2020,69,4,Albania,AL,ALB,2862427,Europe,30.14924049
30/06/2020,30,6,2020,64,3,Albania,AL,ALB,2862427,Europe,30.60340054
29/06/2020,29,6,2020,72,2,Albania,AL,ALB,2862427,Europe,30.77807748
28/06/2020,28,6,2020,61,2,Albania,AL,ALB,2862427,Europe,30.25404665
27/06/2020,27,6,2020,77,2,Albania,AL,ALB,2862427,Europe,29.7998866
26/06/2020,26,6,2020,78,2,Albania,AL,ALB,2862427,Europe,28.19285872
25/06/2020,25,6,2020,67,2,Albania,AL,ALB,2862427,Europe,27.0050555
24/06/2020,24,6,2020,52,1,Albania,AL,ALB,2862427,Europe,26.13167078
23/06/2020,23,6,2020,68,0,Albania,AL,ALB,2862427,Europe,25.57270456
22/06/2020,22,6,2020,36,1,Albania,AL,ALB,2862427,Europe,23.79099974
21/06/2020,21,6,2020,53,1,Albania,AL,ALB,2862427,Europe,23.02242118
20/06/2020,20,6,2020,50,3,Albania,AL,ALB,2862427,Europe,21.86955335
19/06/2020,19,6,2020,66,1,Albania,AL,ALB,2862427,Europe,20.64681475
18/06/2020,18,6,2020,50,1,Albania,AL,ALB,2862427,Europe,18.79523914
17/06/2020,17,6,2020,82,1,Albania,AL,ALB,2862427,Europe,17.74717748
16/06/2020,16,6,2020,69,0,Albania,AL,ALB,2862427,Europe,15.61611877
15/06/2020,15,6,2020,57,0,Albania,AL,ALB,2862427,Europe,13.41518928
14/06/2020,14,6,2020,48,0,Albania,AL,ALB,2862427,Europe,11.94790295
13/06/2020,13,6,2020,31,1,Albania,AL,ALB,2862427,Europe,11.07451823
12/06/2020,12,6,2020,44,1,Albania,AL,ALB,2862427,Europe,10.79503512
11/06/2020,11,6,2020,42,0,Albania,AL,ALB,2862427,Europe,10.16619812
10/06/2020,10,6,2020,36,0,Albania,AL,ALB,2862427,Europe,9.43255496
09/06/2020,9,6,2020,17,0,Albania,AL,ALB,2862427,Europe,9.04826569
08/06/2020,8,6,2020,14,0,Albania,AL,ALB,2862427,Europe,8.66397641
07/06/2020,7,6,2020,20,1,Albania,AL,ALB,2862427,Europe,8.48929947
06/06/2020,6,6,2020,15,0,Albania,AL,ALB,2862427,Europe,8.0700748
05/06/2020,5,6,2020,13,0,Albania,AL,ALB,2862427,Europe,7.96526863
04/06/2020,4,6,2020,20,0,Albania,AL,ALB,2862427,Europe,7.68578552
03/06/2020,3,6,2020,21,0,Albania,AL,ALB,2862427,Europe,7.51110858
02/06/2020,2,6,2020,6,0,Albania,AL,ALB,2862427,Europe,6.81240081
01/06/2020,1,6,2020,15,0,Albania,AL,ALB,2862427,Europe,6.67265925
31/05/2020,31,5,2020,23,0,Albania,AL,ALB,2862427,Europe,6.60278847
30/05/2020,30,5,2020,23,0,Albania,AL,ALB,2862427,Europe,6.39317614
29/05/2020,29,5,2020,26,0,Albania,AL,ALB,2862427,Europe,6.2184992
28/05/2020,28,5,2020,21,0,Albania,AL,ALB,2862427,Europe,5.93901609
27/05/2020,27,5,2020,25,1,Albania,AL,ALB,2862427,Europe,5.34511448
26/05/2020,26,5,2020,6,0,Albania,AL,ALB,2862427,Europe,4.61147131
25/05/2020,25,5,2020,9,1,Albania,AL,ALB,2862427,Europe,4.54160054
24/05/2020,24,5,2020,8,0,Albania,AL,ALB,2862427,Europe,4.6464067
23/05/2020,23,5,2020,12,0,Albania,AL,ALB,2862427,Europe,4.57653593
22/05/2020,22,5,2020,5,0,Albania,AL,ALB,2862427,Europe,4.43679437
21/05/2020,21,5,2020,15,0,Albania,AL,ALB,2862427,Europe,4.61147131
20/05/2020,20,5,2020,1,0,Albania,AL,ALB,2862427,Europe,4.50666515
19/05/2020,19,5,2020,2,0,Albania,AL,ALB,2862427,Europe,5.06563137
18/05/2020,18,5,2020,13,0,Albania,AL,ALB,2862427,Europe,5.2752437
17/05/2020,17,5,2020,17,0,Albania,AL,ALB,2862427,Europe,5.03069598
16/05/2020,16,5,2020,18,0,Albania,AL,ALB,2862427,Europe,4.68134209
15/05/2020,15,5,2020,18,0,Albania,AL,ALB,2862427,Europe,4.36692359
14/05/2020,14,5,2020,4,0,Albania,AL,ALB,2862427,Europe,3.98263432
13/05/2020,13,5,2020,4,0,Albania,AL,ALB,2862427,Europe,4.40185898
12/05/2020,12,5,2020,4,0,Albania,AL,ALB,2862427,Europe,4.75121287
11/05/2020,11,5,2020,12,0,Albania,AL,ALB,2862427,Europe,4.9608252
10/05/2020,10,5,2020,6,0,Albania,AL,ALB,2862427,Europe,5.03069598
09/05/2020,9,5,2020,8,0,Albania,AL,ALB,2862427,Europe,6.00888686
08/05/2020,8,5,2020,10,0,Albania,AL,ALB,2862427,Europe,6.25343459
07/05/2020,7,5,2020,12,0,Albania,AL,ALB,2862427,Europe,6.91720697
06/05/2020,6,5,2020,17,0,Albania,AL,ALB,2862427,Europe,7.37136703
05/05/2020,5,5,2020,8,0,Albania,AL,ALB,2862427,Europe,7.65085014
04/05/2020,4,5,2020,6,0,Albania,AL,ALB,2862427,Europe,8.13994558
03/05/2020,3,5,2020,7,0,Albania,AL,ALB,2862427,Europe,8.41942869
02/05/2020,2,5,2020,9,0,Albania,AL,ALB,2862427,Europe,8.48929947
01/05/2020,1,5,2020,7,0,Albania,AL,ALB,2862427,Europe,8.90852413
30/04/2020,30,4,2020,16,1,Albania,AL,ALB,2862427,Europe,9.50242574
29/04/2020,29,4,2020,14,2,Albania,AL,ALB,2862427,Europe,9.6072319
28/04/2020,28,4,2020,10,0,Albania,AL,ALB,2862427,Europe,9.39761957
27/04/2020,27,4,2020,14,1,Albania,AL,ALB,2862427,Europe,9.78190885
26/04/2020,26,4,2020,34,0,Albania,AL,ALB,2862427,Europe,9.74697346
25/04/2020,25,4,2020,15,0,Albania,AL,ALB,2862427,Europe,9.15307185
24/04/2020,24,4,2020,29,0,Albania,AL,ALB,2862427,Europe,8.87358874
23/04/2020,23,4,2020,25,1,Albania,AL,ALB,2862427,Europe,8.17488097
22/04/2020,22,4,2020,25,0,Albania,AL,ALB,2862427,Europe,7.89539786
21/04/2020,21,4,2020,22,0,Albania,AL,ALB,2862427,Europe,7.23162547
20/04/2020,20,4,2020,14,0,Albania,AL,ALB,2862427,Europe,7.02201314
19/04/2020,19,4,2020,9,0,Albania,AL,ALB,2862427,Europe,7.51110858
18/04/2020,18,4,2020,21,0,Albania,AL,ALB,2862427,Europe,8.20981636
17/04/2020,17,4,2020,24,1,Albania,AL,ALB,2862427,Europe,8.41942869
16/04/2020,16,4,2020,19,1,Albania,AL,ALB,2862427,Europe,8.20981636
15/04/2020,15,4,2020,8,1,Albania,AL,ALB,2862427,Europe,8.10501019
14/04/2020,14,4,2020,21,0,Albania,AL,ALB,2862427,Europe,8.52423485
13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2862427,Europe,8.17488097
12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2862427,Europe,8.24475174
11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2862427,Europe,8.03513941
10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2862427,Europe,8.20981636
09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2862427,Europe,8.87358874
08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2862427,Europe,9.08320107
07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2862427,Europe,9.67710268
06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2862427,Europe,9.50242574
05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2862427,Europe,8.97839491
04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2862427,Europe,8.17488097
03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2862427,Europe,7.23162547
02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2862427,Europe,6.98707775
01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2862427,Europe,6.56785308
31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2862427,Europe,6.00888686
30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2862427,Europe,5.93901609
29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2862427,Europe,5.55472681
28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2862427,Europe,5.34511448
27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2862427,Europe,5.2752437
26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2862427,Europe,4.71627748
25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2862427,Europe,3.94769893
24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2862427,Europe,3.28392654
23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2862427,Europe,3.03937882
22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2862427,Europe,2.65508954
21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2862427,Europe,
20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2862427,Europe,
19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2862427,Europe,
18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2862427,Europe,
17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2862427,Europe,
16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2862427,Europe,
15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2862427,Europe,
14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2862427,Europe,
13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2862427,Europe,
12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2862427,Europe,
11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2862427,Europe,
10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2862427,Europe,
09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2862427,Europe,
14/12/2020,14,12,2020,464,12,Algeria,DZ,DZA,43053054,Africa,22.95075281
13/12/2020,13,12,2020,517,9,Algeria,DZ,DZA,43053054,Africa,24.21663281
12/12/2020,12,12,2020,542,11,Algeria,DZ,DZA,43053054,Africa,25.44070393
11/12/2020,11,12,2020,565,10,Algeria,DZ,DZA,43053054,Africa,26.63922518
10/12/2020,10,12,2020,598,15,Algeria,DZ,DZA,43053054,Africa,27.84703729
09/12/2020,9,12,2020,591,12,Algeria,DZ,DZA,43053054,Africa,28.83883685
08/12/2020,8,12,2020,573,11,Algeria,DZ,DZA,43053054,Africa,30.0977487
